Sentence,Sentiment
"#hayattansogutanseyler her þey süper hýzlýyken bir sürü download yaparken superonline'dan ""adil kullaným kotanýzýn..."" maili gelmesi. piçler",1
Bugun Turkcell'den mesaj gelmeyince musteri hizmetlerini arayýp 'hmm neyse sen mesglsun galiba bye' deyip kapattým.,2
"MOODY'S, TURKCELL'IN ORTAGI TELIASONERA'NIN KREDI A3 OLAN NOTUNU TEYIT ETTI, GORUNUMU DURAGAN'DAN NEGATIF'E CEVIRDI",1
bende turkcell kullanmýyorum ki... :)))),1
"#3kelimeyle2011 Saglik,saglik,saglik..",2
"""iyi geceler aþkým"" diye mesaj atan bi servisi olmalý turkcell'in.",2
süperonline ' nýn fiber optik sistemi 10 tane ttnet eder yahu . 100 mbit internetten bahsediyoruz,0
kontor yukle kocan olsun turkcell kanka ahahahahahaha :D,1
"""Hayat Paylaþýnca Güzel""",0
Turkcell gibi fiyat çekecekseniz hiç getirmeyin.,1
beyaz 64 var mi?,2
bu arada süperonline internet 50 gb downloaddan sonra hýzýnýý 10 mbt ten 1 mbt e düþürüyomuþ.haberiniz ola.sýnýrsýz diye gaza gelmeyin.,1
turkcell se 532 yi ara puk kodunu ogrenme menusunden ogren. Baska yolu yok tatlim,2
"Numarasýný Turkcell'e taþýyana 250 dk her yöne... Ama zaten yýllardýr Turkcelli olanlar sürünsün... Onlar para basýyo dimi, tabi.",1
"2012""nin bahcelievlerinde Turkcell çekmiyor dagda bayýrda reklam yapmakla olmuyo bu is ilk fýrsatta hattýmý deðiþtireceðim...",1
istanbul'dan bolu'ya kadar hiç kopmadan internet keyfini bana yaþatan turkcell 3g'ye sonsuz teþekkürler =).. hizmet budur..,0
bence superonline ile görüþ sanki bu sabah baðlanýyorum falan tarzý bir þeyler yazýyordu buralarda... :),2
ya ooof ne biliyim iste turkcell degil istee :D,2
#3kelimeyle2011 ocaðýmý kuruttun,1
Mc donald's ajda pekkaný Turkcell'ýn yalýný býzý oldurdu yeter artýk tum albumlerý ezberledýk :),2
ondan önce seninle bi turkcell hattan konuþmamýz gereek geçen gün senle mesajlaþtýktan sonra bütün kontrlerim bitti :D,1
"istanbulda  nýn çekim problemi yok,  1 GB 3G internet 14 Lira, türkcell ve vodafonun yarý fiyatý bile deðil",1
turkcell elinden gelse hattý çýkartýp tekrar taksak para alýcak :-)),1
Sözlerin olmadýðýný ve lala laa laa la laa þeklinde söylediklerini düþün :) Bana Turkcell'i çaðrýþtýrýyor iþte :),0
""" En ucuz iPhone 4S fiyatýný hangi operatör sunuyor?  ohasýn",1
Bugün  de bý sorun mü var benim tel mi bozuldu. Bi adam gibi çekmedi. Servis yoklar fln,1
"Merhaba, Turkcell Ýletiþim Merkezlerimizde cihaz satýþlarýmýz bulunmaktadýr. Teþekkür ederiz.",0
çünkü bende maalesef 11 yýl o kazýkçý operatörde(turkcell)kaldým ordan biliyorum:),1
Sn TURKCELL eski bir müþteri olarak her ay bana çok güzel geçiriyosunuz bu geçen ay 139.ytl ödedim bu ay 206 fatura yollamýþýz:))),1
ama sonunda turkcell bayiine götürmeniz daha iyi olur diyorlar. :),0
müzik yaz 1040 gönder 20tl kazan bunu yapýp kazanan varmý turkcel için gecerli,2
ücretsiz ise ben isterim...,2
hým þey tabii hayat paylaþýnca güzel ama bu biraz güzel olmadý:( tuz koymayý unutmuþum :/ daha baþarýlý bi çalýþmamý paylaþsam?,2
faturalý hatlarda daha esnek avantajlarýn olmasýný diler baþarýlarýnýzýn devamýný dilerim hoþçakalýn..,0
senden nefret ediorum turkcell o kdr mutsuz ettin ki beni bunca yýllýk beraberliðimiz bunu haketmiyordu:(,1
"seviyorsan gel konus,surekli mesaj atýp durma. abaza mýsýn nesin",1
"CHIP Ýþte iPhone 4S fiyatlarý!: iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satýþta... Ýþte tarifeler ve...",2
uzantýlý mail adresime gmail hesabýmý nasýl baðlayabilirim?,2
"Sen vodafone gibi Her Ani yasarken... Ben Seni Türkcell gibi her yerde çekemem. þimdi gel Ayrýlalim desem.Avea gibi ""OH BE"" Diyeceksin...:D",2
"ve eski numarani bulamiyorsan git, vodafone , türkcell yada avea shopa hangisi ise, ordan numarani geri al kaybettim de. :))",2
bu gece sevgilim hiç susmadý yani türksel,1
#Turkcell Maltepe Plaza yeni yilimizi kutlar =),2
turkcell para yiyor bya sýkýntý.,1
yok o kadar da degil abartmayalim,2
"Iphone 4S bugun Turkcell shoplarda ama simdilik siyah sadece, ilgilenenlere duyurulur...",2
turkcell can faturali canan:):),0
cep telefonum su an ulasilmaz durumda.kendi capinda kapandi.Nedeni belli diil.Turkcell acik diyor ama kendisi tcelli bile takmiyorr!!,1
2012 yede biþey kalmadý ama hala yagmur yagdýgýnda internet gidiyor. Sana sesleniyorum #Superonline,1
Eee.. Ne demiþler..  Etme çoluk çocukla muhabbet küstürürsün.. Silme  'le götünü kestirirsin :)),1
"Kademe 9,00/9,02.8,20 ye alýþ giriyoruz.Bazýlarý deli muamelesi yapýyor.8,30 a kadar veriyorlar tahtayý.Kapanýþ 9,00 TCELL",2
"1ÝKD M 4: Kendi iþini yapmaya fýrsat bulamamýþ bordrolular, ayý parasýnýn bittiði 15 - 20 günden ibaret sayar ama bir ay genelde 30 çeker",2
"CHIP Turkcell'den bedava dakika!: Turkcell, futbol takýmý gol atanlara bedava konuþma hediye ediyor! Ýþte fýrsat...",2
Ýþte insanýn þuan yavþamak için can attýklarý eski eski eski sevgilisi mesaj atar sen cevap veremezsin çünkü oçun hatta turkcell deðildir.,2
#turkcell twitter pakedide yapsanýza kanka,2
turkcell in 3g si kamil kocun aptal wifi indan cok daha ii ki :),0
10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  APTAL !!!,1
Býzým elektrk supurgesýnýn cekým gucu yok ýyý ya yoksaaaaaa ! Býzým elektrk supurgemýz turkcell mý kullanýyo ?,2
#turkcell #ozturkmatik reklami allah belanizi vermesin!! Vapurda deli gibi guldurdun beni...,0
dm + turkcell :),2
"turkcell veya avea varsa alabilirim -,-",0
hayat paylaþýnca güzel :),0
"$u Turkcell reklamina bayiliyorum.. ""Mekanigini anlayamadin"" hahahaha ozturkselli olmak istiyorum :D",0
turkcell superonline mý dha hýzlý ttnet mý ?,2
hayat paylaþýnca güzel caným benim :),0
+Sertap kocan seni aldatýyomuþ! -Hayat paylaþýnca güzel lalala lala +Hatta bi de çocuk yapmýþlar! -Paylaþýp çoðalýnca güzel lalala lala :),2
"soz verdigi gibi aradi, gorustuk. Tesekkurler  Umarim en kisa zamanda cozume kavusur sorunumuz",0
ben suan kandiriliyorum sanirsam:),2
Superonline fiber alsaydýn :)),0
Bahçeþehir Üniversitesi'nden Süreyya Ciliv'e özel ödül,0
"""Hayat paylaþýnca güzel.."" -Turkcell-, ""PaylashmadaN oNce beqeN xdxd"" -Bir ergen-",2
"Turkcell'in çekmesi için gerçekten de baz istasyonu kurulmasý gerekiyormuþ,,,",1
"Online Ýþlemler Facebook'ta! Kullanýmýnýzý sorgulayýn, tarife bilginizi güncelleyin ya da size özel avantajlarý görün.",2
bu þarkýya bayýldým  o_o cok yakýnda turkcell inde yeni yýl jingle cýkar  o-0,0
Internet paketim bitmedi. Ama bitmesi gerekiyodu? Buyuksun Turkcell :D,0
Iade odemelerinizi persembe gunleri yapiyorsunuz tamam odeyin de... Kacinci persembe oldu? Kayit tutun lutfen  #superonline,1
"Aynen benim abim Bingölde yapmýþtý askerliðini daðýn tepesi, orada bile çekiyormuþ Vodafone. TRCELL çekmiyormuþ :-)",1
Offf turkcell malsin kontur gondermek istiyorum ama sistem hatasi veriyo merveye gondermem lazim off offf acil yaa merveden cok ben istiyorm,1
54 TL gelmiþ.. son 3 ayýn en düþük seviyesine ulaþtý bu ay turkcell,1
turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?,1
"Charlene Li, Turkcell Pazarlama Konferansý’nda Konuþtu: Ünlü sosyal medya uzmaný ve yazar Charlen Li, bugün Conr...",2
"Bu sacma sapan sinir bozucu reklam furyasi nedir ya?! Sahanli Turkcell, Bonus Card kafa reklami, Aytac... Iticisiniz!",1
Dogru bilgiyi alabilmek icin ne yapmam lazim illa kavga illa siddet off turkcell offf !!!!!,1
fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone. Turkcell biraz da hirsiz.,1
turksel iþte,2
ey türkcell   cepten  internet  istiyoruz  en kýsa  zamanda  çözünüz,1
"Ýphone'un yeni modeli Ýphone 4S, Turkcell tarafýndan satýþa sunulacak.",0
bugün yolda gördüðüm turkcell þapkalý bir çocuða aaa sivocan dedim:D nedenini bende bilmiyorum hakkýný helal et kardeþ,2
turkcell benden habersiz numaramý vodofonedan turkcelle taþýmýz sonra numaramý baþka birine vermiþ o.ç'ler dava açýcam ibneler:D,1
"Ýnternetime yaklaþýk 2 haftadýr dümdüz sövüyorum hemde öyle böyle deðil,sanýrým artýk SuperOnline zamaný geldi.. Üzgünüm UyduNet",0
Turkcell giriþim günlerinde sizin garip bir kiþi olduðunuzu düþündüðüm için üzgünüm. Fakat dün gece 02:30 da makalenizi okudm,2
birde birþey soracaðým bu durum doðru ise vadofone ve turkcell yalan reklamdan halký kandýrmýyor mu? tüketici hakkýmýz yok mu=,1
,2
"#turkcell 32.000.000 adamý memnun etmek kolay deðil biliyorum ama, þu bizim Yaþamkent'teki baz istasyonlarýný bi halletseniz þýk olmaz mý?",1
türksel bugün bildiðin taciz etti beni.5 dk rahat vermedi,1
Ýsteyen arkadaþlar  bayilerine koþsun.. Yalnýz alacaðýnýz hattýn bedava olmasýna kanmayýn. Faturasý acýtýr sonra :)),1
sana attigim msjlar gelmiyi turkcel bizi sevmii :D,1
"O Ses Türkiye arasýna giren Kubat'lý Turkcell reklamý çekilirken, herkes yýlbaþýnda ne yapacaðýný düþünüyormuþ...",2
Butun kufurler turkcell'e OF,1
iphone 4S için Turkcell'de paket detaylarýný açýkladý,2
ayný zamanda özel de.. hayat paylaþýnca güzel lalalala la lala :p,0
diye bir nick üzerinden gelen þikayetlere bile ancak 7 gün dayanabildi  in takip ettiði yöneticiler,1
Ýncelemek 1 halta yaramýyor.Ýzmir'in en iþlek yerindeki 4 TÝM'i gezdim&amp;sadece 1 tanesinde 4S var orada da beyaz yok.Bu mu  kalitesi,1
neden turkcelliler twitteri cepten kullanamýyorlaaarr :(,1
bugünki kadar üzülmemistim ben daha:( türkcell konserinin sayfasi Almanyaya resmen kapaliydi!!! :(((((tekrari varmi konserin?,2
#turkcell her yerde 4 çeker diye hava atma hala Kinaliada açýklarýnda çekmiyor telefon,1
okey whatsapp varmi beybi sende numaran turkcell'de kaldi.,2
Ben zaten turkcell için baktým. turkcell'den vazgeçmem her türlü kaliteli bir ara vodafone kullandým ikinci hat yok asla..,0
bugün bana yaptýðýn haksýzlýðý sana hiç unutturmayacaðým..hani 150 her yöne kampanyasý..artýk yaþasýn turkcell.seni terkediyom avea..,0
turkcell yedekleme yi kullanmak daha pratik olabilir,0
Ohaa Türkcell ve Vodofone Ýphone 4S fiyatlarýný uçurmuþ sanki,1
"gerçekten cok tsk ederim 2 gündür hattýmý kullanamadýgým için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter",1
protestom var: turkcell kasýnma sabrýmý tasýrma,1
Bizim burda Turkcell'de Turkcell çekmiyor daha ne olsun :D,1
"CHP kafasý var sende  , pazar hep senin olacak sanýyorsun ama  reklamýndaki gibi 820 bin kiþi gitmiþ. Daha da gider.",1
perþembe de bizim olsun malum #gnctrkcll cuma sabahý hallederiz :),0
lanet olsun metroda çekmeyen Turkcell'e o zaman :),1
turkcelli kiniyorum Ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!,1
Telefonum çalýndýðý için eski bir telefona taktým hattýmý. Taktýðým anda mobil oyun diye bi servis mesajý geldi ve mesajý sildiðim,1
4ceker turkcell sanirim bi tek benim oldugum yerlerde cekmiyo..,1
Yaptým kankii ama sen turkcell deðildin sanýrým,2
"""Aradiginiz kisi baska bi görüsme yapiyor."" diyecegine kiminle görüsüyor onu söylesen gözüme girebilirdin tcell!",1
Ýþte yeni GTA V videosu!  via,2
Evde telefonum çekmediðini anlatmak için mail attým. aradýk sizi ulaþamadýk diye cevap geldi:),1
"ki çöpçüde de karýsýnda da turkcell kampanyalý telefonlar var. 100 kiþiden 1'ini bile etkilese yeter. güzel taktik, ince reklam.",0
geçen yýl turkcell elçiler zirvesinde birlikteydik cokta keyifliydi.bu yýlda varmýsiniz??,2
turkcell ve digiturk :D,2
numaramý turkcell'e mi taþýsam acaba,0
bence Gnçtrkcll Ark Winterfest 2012'de 1.olur da gelir :),0
#3kelimeyle2011 panpiþ þacmalýk Twitter,2
maNga Turkcell muzik.com'da saat 15:00'te.,0
Milleti kandýrmayýn lannn :Turkcell+Vodafone+Avea ayaginizi denk alýnnn ;),1
hahahaha turkcell i örnek alarak sende onlarý soyuyorsun :D,1
bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde FULL CAPS LOCK acik. ama bisey isteyince mulayim ve kucuk harf,1
turkcell superonline fiber internet veya ADSL ve sabit telefon hizmetleri,0
Çok þükür superonline ile problemim çözüldü.,1
Büyük kuþ Türksel iþte... Utanmasa serçeyi de yiyecek. :)),1
En komigi de Avea reklamlarina cikip Turkcell operator kullanan bir unlu olurdu,2
Hayat Paylaþýnca güzelmiþ hah hiç kusura bakmasýn o turkcell ben seni kimseyle paylaþamam  ),0
Kahve Dünyasýndan 1 kahve alýnca 1 kahve bedavaymýþ. Sadece bana özel bir kampanyaymýþ. Nabza göre þerbet veren sevgili gibisin be turkcell.,0
seni seviyorum Turkcell...:) iyi ki varsýn...,0
been diyorum turkcell e kedi atalým diyee,2
"caným #turkcell msj göndermiþ, hediye kazandýn msj'larýna itibar etme diye. beni seviyo. (gelip konuþmasýný beklesem mi ben mi teklif etsem)",1
#3kelimeyle2011 Turkcell'le baðlan hayata,0
"Kesilmeden, arada ses gidip gelmeden bir konuþma yapamaz oldum. Ýlk fýrsatta Turkcell'den kurtulmanýn vakti geldi artýk...",1
Kadir Çöpdemir'in Turkcell reklamýndaki hali gibiyim.Çalýþan herkese memleketi sen mi kurtaracan raconu kesiyorum.Þemsiyeyi de hissediyorum.,2
mrb. výnn hattýmda bulunan data sim kartý iptal olmuþ. yenisini almanýn ücreti nedir ve hemen kullanabilirmiyim saygýlar..,2
Cantu'nun kocu turkcell reklamlarindaki Þahan'a baya benziyo,2
výnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,2
hangi reklamý guzeldiki turkcell'in,1
Daha bitmedi turkcell ve genpa yazmaya devam edecegim sattiginiz calinti veya kayitdisi telefon hakkinda,1
ilk fýrsatta hattýmý iptalý iptal ettireceðim. tebrikler.,1
hem de nasl knþmak lazýmmm.. evet var  bu arada lanet aveadan býktým turkcell e geçmeyi düþünüyorum oley :D,0
pahalýsý pahalýsý kaliteliymiþ:) harika reklam bayýlýyorum :)) pahalý olsun turkcell olsun :),0
Çok basit bir maile bile dönüþ yaparak tüm sorularýma cevap veren Superonline müþteri hizmetlerini kutluyorum. #supersinsuperonline,0
Bir SMS Bir Kitap Kampanyamiz devam ediyor Turkcell 5228'e yolluyacaginiz 1 sms cocuklara guzel bir kitaba donusuyor...,0
herseyleri problem. modem iade edecegiz. timlerde geziyoruz. onun sifresi yok bunun bilmemne elemani yok. olum resmen. #superonline,1
#neolursaolsun hayat paylaþýnca güzel lala la la la lala,0
Superonline sayesinde rakip firmanýn hýzlý internet reklamýný kesintisiz þekilde izledim. Rakip firmayla kesin izleyemezdim.,0
"bu program kacmaz...is yerinde,yolda,sporda...nerde olursan ol Turkcell Mobil Tv ile Saba Tumerle Bugun ve Seren izlenir...",2
"eðer gelmemiþse bile, ben trcell superonline'ý kesinlikle öneririm.. re:",0
"Bu twitten sonra hiç dönmeyecekler ama dönmesinler,Turkcell'e aylar oldu baþvuralý,hiç baþvurmayaný Turkcell'e aldýlar,bana hala dönmediler!",1
turkcell in onca sacmaligindan sonra vodafone tek bi kabahat islemis bise mi. Op basina koy bence :),1
50tl yakýt alýyoruz 50dakika kazanmak için þifre yolluyoruz. Sonra mesaj geliyor arama yapýyoruz kontör gidiyor nerde kazanýlan dk,1
"Coco Cola,Turkcell,Vestel reklamda onculer ...",0
hayat paylaþýnca güzel  :),2
Pazar gunlerý sanslý gunummuss turkcellýlerle bedava konuscakmýsýmm sagol varol turkcell  kahrol avea,0
neden baðlanamýyorum müþ.temsilcisine ..þikayet edicem ulan sizi btk ya yeter ulan sömürdüðünüz.7 sefer aradým her seferinde,1
"iPhone 4S, Turkcell, Vodafone ve Avea'da satýþa çýktý.",2
turkcel çok aç odan senin könturleri yiyor yani,1
"&gt;&gt;faturala, müsteri uyanýk cýkýp hakkýnda ýsrar ederse uzatmadan faturadan düþ. Ben uzatmadaým, cunku Türkiye'de artýk &gt;&gt;",1
hayat paylaþýnca güzel lalalalalalalalalal :D,0
105 gündür tl yüklemiyorum turkcel öyle söyledi :D,2
private account'mus amk!! turkcell'e tasidim hattimi ustune her yerde yazcam bu yaptiginiz terbiyesizligi!!,0
"hattim turkcel, yatagmda cekmiyo ama yatagmin 3 cm yaninda cekmiyor. Hayatim boyunce bilgisayarim olmadi buna mahkumum.",1
superonline iþi olmuyor  fiber internet hizmeti yokmuþ bizim binada.apartman olarak baþvurmamýþ gerekiyormuþ vss.. :),1
superonline hayrýna aramaz pek:) bence aç yüzüne kapat:)),1
Turkcell Gold/Platinum kullanýcýsý isen %50 indirim hakký.. Mart'a kadar 3 kez kullanma hakkýn var ;),0
gnctrkcll...? deger mi ?,2
beni bekleyen dogumgunu pastam icin cok tesekkurler,0
#3kelimeyle2011 banapiyano hediye edermisiniz?,2
Enigma T301TR Kriptolu Cep Telefonlarý Turkcell Avantajlarý Ýle C5 Stoklarýnda!,2
Bu Turkcell'de iyice uçtu. Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarýma Göre 30Bin TL Yüklesem þirketi...,1
#benimutlueden 1 yeni mesaj.... tabi mesajý açana kadar... turkcell'den...:),2
hayir.android for twitter daha kullanisliydi.ozellikle gundem kismi.,2
"#hayatpaylasincaguzel  Paylaþamýyoruz, çünkü tcell odamdan çekmiyor. Bir alo demek için 3 dk harcayýnca paylaþmýþ olmuyoruz.",1
$aka yapiyosun cansum!Turkcell'de cali$ipta boyle bir olayi ya$aman trajikomik olmu$. Bende heray fturami odemeyi unuturum,2
Butun kampanyalarda kazigi herzaman turkcelliler yer yasasin #turkcell,1
Elveda Turkcell. Yarýn seni terk ediyorum.,1
"sinemaya, cok para gitmesin diye gnctrkcll le gidip 8 tl verirken, filmden once abur cubura 13 tl veren bi ciftiz bence.",0
Offf diyorum sabah kvk musteri temsilcisi sonra turkcell ardindan isbankasi devamli bant 5'e bas 3'e bas insanla konusmak istiyorum ulennnn,1
Bir Turkcell GSM þehrinde neler oluyor ? Eðitimindeyim. Baya olaylar oluyor durumlar fena :),1
Marketing Türkiye Haberler - BTK'dan Turkcell'e soruþturma:  via,2
turkcell'iniz coktu galiba. Iyi seneler!!,2
TURKCELL ÝN TARÝFE politikasý her tarifede açýk bir kapý býrakarak faturamýza FAZLA ama kitabýna uygun PARA ÖDETTÝRÝYOR,1
bu turkcell beni niye sevmiyo ya,1
#PazarlamaKonferansi Turkcell ile yine cok keyifli bir konferans baslamak uzere.,0
DÝKKAT! BU TÝVÝT KISKANÇLIK ÝÇEREBÝLÝR..fizy nin kapatýlmasý bir PR çalýþmasý mýydý acaba?türksel zekisin..,0
Selocan napiyirsinn,2
bugün kesilen internet kendi kendine yeniden açýldý  süperonline yaptýðý hatayý kendi kendine anladý :D,0
:)Sevgilimi 'Turkcell' diye kaydettim. Kimse gelen mesajlara bakmýyo artýk .  Aklýnýzda bulunsun :-),1
"Blackberry 9700 (istenilirse 9780 menusu yüklenebilir) Turkcell Cihazý, Tamir Görmemiþ, Ýlgilenenler Bana Ulaþabilirler.",2
"Numaranýzý vermek istemezseniz ""Rumara""nýzý verin :) Üstelik 30 Aralýk’a kadar Rumara'dan Rumara’yý aramak ücretsiz!",2
"O reklam sloganýnýn çok ötesindeymiþ, hayat paylaþýnca güzel",0
Kültür Sanat Bloglarýndan 2011 Turkcell Blog Ödülleri'nde halk oylamasý sonucu finale kalan ilk 10 blog: (cont),2
hahaha malesef ikiside duruyo panpa. Turkcell cepten kopuyo ttnet pcden. Her turlu kopuyoz :D,1
ile sorun yaþýyorum. diðer telefonumda en azýndan çekiyordu þu an yeni bir telefon aldým sürekli servis yok diyor,1
"nerdeyse 4 ay oldu , bu hizmet seklinizd benziyceksd fiber internetiniz uzak durulmali",1
dötü kalkar insanýn önce :D #BuKutudaNeVar,1
!!!LÜTFEN RT!!! Twitter'de yepyeni bir uygulama baþlýyor. AKBÝL-ELBÝL kart daðýtýyoruz. HEMEN ÞÝMDÝ BÝZE KATILIN. TAKÝPTE KALIN,2
